"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000064886",233.289002115542,-2.30862031720248,0.620030133107116,-3.72340019288006,0.00019655758495926,0.13799961588686,"CHI3L2"
"ENSG00000237506",148.057303791875,-3.28614330094407,0.884346172673387,-3.71590153549263,0.000202480428805583,0.13799961588686,"RPSAP15"
"ENSG00000155093",89.2839824368423,2.86711462810595,0.777476816450017,3.68771719933371,0.000226274927460251,0.147511576623435,"PTPRN2"
"ENSG00000088827",137.060029617306,2.4116890022332,0.657949748142741,3.66546078791109,0.000246893640514167,0.154246801911226,"SIGLEC1"
"ENSG00000182389",89.7268703120003,2.79354082238995,0.769739244755843,3.62920409920901,0.000284296402983309,0.158352318669847,"CACNB4"
"ENSG00000196787",1019.59148956992,-2.15974159540967,0.593727011096262,-3.63760037028113,0.000275189965725364,0.158352318669847,"H2AC11"
"ENSG00000112137",430.106695904207,2.04788964233076,0.564400778855887,3.62843163767792,0.000285148232898883,0.158352318669847,"PHACTR1"
"ENSG00000176597",473.691020101883,2.16191393886131,0.602723654322405,3.586907405006,0.000334623080817494,0.179190659777768,"B3GNT5"
"ENSG00000133048",591.068436343887,2.21955196352035,0.623735846558635,3.55848068660216,0.00037300621294037,0.185838092134597,"CHI3L1"
"ENSG00000160856",276.036259046221,-2.1831785002478,0.617728731532561,-3.53420261808354,0.000409007405658377,0.185838092134597,"FCRL3"
"ENSG00000204644",109.711673821584,2.66912844746341,0.752831226758025,3.54545395115674,0.000391937462291615,0.185838092134597,"ZFP57"
"ENSG00000197153",598.967950725425,-2.58601361482763,0.730965913597319,-3.53780329112889,0.0004034705183898,0.185838092134597,"H3C12"
"ENSG00000253154",57.7684842754635,3.0592779441401,0.86089475174417,3.55360273476172,0.000379992746890073,0.185838092134597,NA
"ENSG00000263740",248570.399794536,-1.76796229352463,0.501731666141084,-3.52372077114918,0.000425532431261307,0.187659802186236,"RN7SL4P"
"ENSG00000261807",12.7030420214237,7.28879018732476,2.07755815912066,3.50834471484052,0.000450904381520502,0.193167437043383,"LINC02141"
"ENSG00000164692",38.533002814742,-4.10525977154665,1.17418398723739,-3.4962661867034,0.000471817779729697,0.196512105257419,"COL1A2"
"ENSG00000137959",3093.3855752452,2.17033246465914,0.626170042846738,3.46604327283404,0.000528178263959153,0.206561208385886,"IFI44L"
"ENSG00000164308",1564.00626368515,-1.98595475625669,0.572089119635601,-3.47140801685176,0.000517736672413386,0.206561208385886,"ERAP2"
"ENSG00000231513",33.4339554022369,4.37403787635118,1.263643260733,3.46144992995406,0.000537274051423873,0.206561208385886,NA
"ENSG00000287080",956.543413010484,-2.37422385174954,0.692214189872265,-3.42989769133114,0.000603808870634475,0.226337755157333,"H3C3"
"ENSG00000185130",493.07937905155,-2.14660362114549,0.628218318879663,-3.41697075146368,0.000633220822740163,0.231573488199171,"H2BC13"
"ENSG00000164237",103.605162253092,2.43131034753513,0.717675600123581,3.387756734542,0.0007046673343742,0.240131409354699,"CMBL"
"ENSG00000129757",90.357405312357,2.47478776972582,0.727929195568381,3.39976440674763,0.000674439368990824,0.240131409354699,"CDKN1C"
"ENSG00000288790",216.189931246474,2.25899461449204,0.666206582950116,3.39083202163612,0.000696807951181803,0.240131409354699,NA
"ENSG00000156206",144.127674010381,2.30064023225383,0.684973178720753,3.35873039080227,0.000783014202108246,0.260900332142468,"CFAP161"
"ENSG00000185745",3426.74633071606,2.23860093435039,0.67017832684648,3.34030637022256,0.00083686014419692,0.270488366709104,"IFIT1"
"ENSG00000183486",2843.12149581656,1.74084988605399,0.521731880746404,3.33667531216127,0.000847869363433899,0.270488366709104,"MX2"
"ENSG00000214401",85.9502302615867,-2.56207420117977,0.769935615767266,-3.32764733662383,0.000875826621334558,0.273586340839383,"KANSL1-AS1"
"ENSG00000276903",473.906043391886,-2.20515469066151,0.66679630510107,-3.30708894724193,0.000942709533544837,0.287532754008091,"H2AC16"
"ENSG00000174417",14.0477331469882,6.73028859534502,2.03803774303618,3.30233756383654,0.000958826043777815,0.287532754008091,"TRHR"
"ENSG00000137965",1240.84406051534,1.86085783369979,0.57606150864327,3.23031100981291,0.00123655625665137,0.33948706697618,"IFI44"
"ENSG00000180667",11216.161258186,1.94060375904287,0.602914007086582,3.21870737158739,0.00128769823098177,0.33948706697618,"YOD1"
"ENSG00000278463",217.623280996272,-2.01634296942554,0.629437344122539,-3.20340537188241,0.00135812664370998,0.33948706697618,"H2AC4"
"ENSG00000275379",480.181170513323,-2.21614940678907,0.690679172969491,-3.20865243013048,0.00133358597965333,0.33948706697618,"H3C11"
"ENSG00000277075",1276.44638590508,-1.76419153371483,0.548701193059055,-3.21521359171705,0.00130347495228652,0.33948706697618,"H2AC8"
"ENSG00000174807",44.2742096937737,-3.14714843664615,0.982462129310185,-3.20332798868884,0.00135849166457055,0.33948706697618,"CD248"
"ENSG00000142089",2462.71886313077,1.64648212691832,0.509628300671218,3.23075097036366,0.00123465459406311,0.33948706697618,"IFITM3"
"ENSG00000204020",310.269193222067,1.860979000824,0.575208627262789,3.235311350735,0.00121510151228744,0.33948706697618,"LIPN"
"ENSG00000258791",10.8208500783118,6.98141675316596,2.16453906070812,3.22535956033153,0.00125814546534923,0.33948706697618,"LINC00520"
"ENSG00000101057",383.758860414953,-1.83765192298274,0.565528757797145,-3.24944027628371,0.00115632356452014,0.33948706697618,"MYBL2"
"ENSG00000251636",19.0980453746608,5.1587229647317,1.61750816461886,3.18930258132408,0.0014261651368853,0.350556066597676,NA
"ENSG00000138646",1148.66071654483,2.01351062307461,0.634078766270413,3.17548975014236,0.00149583806003772,0.352485839307505,"HERC5"
"ENSG00000196747",785.232968920337,-2.01748200960151,0.63543066664504,-3.17498370082365,0.0014984491787246,0.352485839307505,"H2AC13"
"ENSG00000128512",465.168283363114,1.80760914141304,0.569539870376477,3.17380614673768,0.00150454139760439,0.352485839307505,"DOCK4"
"ENSG00000115414",126.339309908965,-2.10573588880492,0.670018948342823,-3.14280050439334,0.00167339847025326,0.380165707014809,"FN1"
"ENSG00000276368",904.796395932712,-2.2892474741232,0.728128299876287,-3.14401661700576,0.00166645976515377,0.380165707014809,"H2AC14"
"ENSG00000169715",65.7929819743568,-2.79638934666676,0.892958540163388,-3.1316004281174,0.00173856313344687,0.389074860043319,"MT1E"
"ENSG00000189057",119.617658667832,-2.25350930473408,0.721020534584347,-3.12544400144329,0.00177536868545905,0.391468795143721,"FAM111B"
"ENSG00000187608",553.045123066058,1.77402874947177,0.570376964280883,3.11027418806863,0.00186913750336452,0.394730249654192,"ISG15"
"ENSG00000289130",546.768604643125,2.02106485360922,0.649559140364134,3.11144086507079,0.00186176758461283,0.394730249654192,NA
"ENSG00000109272",584.025508338549,2.12176234208662,0.681355273832942,3.11403231701828,0.00184549274828769,0.394730249654192,"PF4V1"
"ENSG00000184357",791.2113595983,-2.33032926415898,0.751444060087818,-3.10113471904569,0.00192780560871951,0.401465518015838,"H1-5"
"ENSG00000117226",522.69225637414,-1.68313328584921,0.545256773048354,-3.08686360086709,0.00202280391473613,0.404398958634047,"GBP3"
"ENSG00000230649",73.1808061130571,3.23922758677801,1.04822979436948,3.09018843404126,0.00200029546283207,0.404398958634047,NA
"ENSG00000104267",883.366783590119,1.6292616110343,0.526581037012663,3.09403775775375,0.00197452355675875,0.404398958634047,"CA2"
"ENSG00000231412",41.7224916853573,3.49815363048718,1.13701770498727,3.07660436169404,0.00209372995916737,0.413070881680994,"LINC03078"
"ENSG00000240356",132.264297463868,-2.0339410901186,0.664535614351922,-3.06069538816542,0.0022082362745444,0.424415836982234,NA
"ENSG00000147145",14.6824720453993,5.35628143254601,1.7518246781854,3.05754422759601,0.00223158707360898,0.424415836982234,"LPAR4"
"ENSG00000161905",147.618647786982,2.12551142597927,0.695308740787298,3.05693183660047,0.00223615120192053,0.424415836982234,"ALOX15"
"ENSG00000276410",499.468578093363,-1.66423780584068,0.54586660002989,-3.04879947912101,0.00229757782519112,0.426752927388211,"H2BC3"
"ENSG00000177324",818.609342870867,1.65897030438935,0.544320920846928,3.04777979469925,0.00230538796308157,0.426752927388211,"BEND2"
"ENSG00000134321",3512.26201923186,1.93714458645462,0.637244837836794,3.03987489805409,0.00236676436229645,0.432771522539915,"RSAD2"
"ENSG00000163823",2908.68777908113,1.53375671843828,0.505925850874795,3.03158400739213,0.00243274215446958,0.439476335712251,"CCR1"
"ENSG00000288859",129.43819214746,-2.17260374548007,0.720177486007781,-3.01676154516249,0.00255490705192253,0.448276566113868,"H2AC19"
"ENSG00000229124",808.24595282237,1.90410444717884,0.630742484233088,3.01883017994898,0.00253752725727925,0.448276566113868,"VIM-AS1"
"ENSG00000070018",51.0185735579018,-2.72400989592948,0.903533779812509,-3.01484012749887,0.00257114743802805,0.448276566113868,"LRP6"
"ENSG00000273802",634.568855727852,-1.65625990835205,0.551622505673751,-3.00252417426133,0.00267750707005508,0.460344283679232,"H2BC8"
"ENSG00000182885",1022.29271233379,1.81015780613662,0.603430650744307,2.99977769426174,0.00270176717111994,0.460344283679232,"ADGRG3"
"ENSG00000102837",102.583157424987,-2.42440937236373,0.810613311008109,-2.99083340902537,0.00278217227316384,0.468717877121558,"OLFM4"
"ENSG00000286522",879.403906829047,-1.87944450730096,0.632182537290817,-2.97294593956235,0.00294956396978339,0.491397357365912,"H3C2"
"ENSG00000112299",328.364218316814,1.74838660754763,0.589030423210076,2.96824499831322,0.00299505499985998,0.493492908438468,"VNN1"
"ENSG00000115155",30.8528704482408,3.22604138545068,1.09027118420669,2.9589348339955,0.00308704374002549,0.493551616155831,"OTOF"
"ENSG00000276180",378.360625026823,-1.76184120249103,0.595573750968041,-2.95822507225571,0.00309416112569348,0.493551616155831,"H4C9"
"ENSG00000182534",142.723052270264,-1.91118528577803,0.6459066489031,-2.95891873697797,0.00308720499294707,0.493551616155831,"MXRA7"
"ENSG00000277775",465.306793263169,-2.0822107625921,0.706275120469707,-2.94815816421133,0.00319673464228219,0.499955582317472,"H3C7"
"ENSG00000166928",65.2665399225241,2.31079689446502,0.783919861280147,2.94774633046223,0.00320099612528194,0.499955582317472,"MS4A14"
"ENSG00000124102",173.767765385784,1.86969587598563,0.635714880489429,2.94109188469236,0.00327057502140907,0.505556720319665,"PI3"
"ENSG00000274641",401.278096581998,-1.93596398998596,0.660485863446895,-2.93112100822671,0.00337741192993,0.511524388660307,"H2BC17"
"ENSG00000253394",42.2836964598363,2.67505459496606,0.91183503238168,2.93370456274192,0.00334942857581984,0.511524388660307,NA
"ENSG00000196092",214.782526371316,-1.79692732165401,0.616880941463486,-2.91292403586174,0.00358061693459742,0.520537165210642,"PAX5"
"ENSG00000154330",43.8903896849177,2.80788561016876,0.964029078634922,2.91265654988827,0.00358368516860391,0.520537165210642,"PGM5"
"ENSG00000172243",2495.12417256605,1.59097504393322,0.546298523585408,2.91228142717924,0.00358799209313338,0.520537165210642,"CLEC7A"
"ENSG00000126353",637.786953032155,-1.58973012511711,0.546036237852484,-2.91140040699385,0.00359812593663066,0.520537165210642,"CCR7"
"ENSG00000172216",787.319253123173,1.74169563005691,0.598453479583487,2.91032751830452,0.0036105018795456,0.520537165210642,"CEBPB"
"ENSG00000259790",27.9184208870612,4.00884392507679,1.38161774625235,2.90155792798031,0.00371312120971589,0.525231503947925,NA
"ENSG00000140932",296.768695431181,2.09783825474471,0.722852721874275,2.90216553284223,0.00370592659505188,0.525231503947925,"CMTM2"
"ENSG00000228063",87.4343614755495,2.34191136837753,0.818168251794876,2.86238357848756,0.00420467701176048,0.577242312079632,"LYPLAL1-DT"
"ENSG00000275126",371.148846908695,-1.60469551530793,0.561622534057715,-2.85724916291024,0.00427330243036142,0.577242312079632,"H4C13"
"ENSG00000278588",728.207365688687,-1.8962725808323,0.663072615756513,-2.85982641383674,0.00423872953286549,0.577242312079632,"H2BC10"
"ENSG00000137078",163.517029481464,-1.83440208776496,0.639797628921072,-2.86715987187764,0.00414173731571364,0.577242312079632,"SIT1"
"ENSG00000211897",273.312036630237,1.81731460052852,0.635310934937277,2.86051207462365,0.00422957446344501,0.577242312079632,"IGHG3"
"ENSG00000144649",33.5469461759697,2.84023989361319,0.998980894078203,2.84313735172481,0.00446718144942777,0.587551918006316,"GASK1A"
"ENSG00000275221",233.31144542041,-1.85985910419026,0.653533098523246,-2.84585296198905,0.00442926418782235,0.587551918006316,"H2AC15"
"ENSG00000211788",204.31368407998,-2.23297058936705,0.785368096814248,-2.84321530047481,0.00446608898684531,0.587551918006316,"TRAV13-1"
"ENSG00000162894",1062.23928673192,-1.55984351859722,0.54917474614818,-2.84034094709871,0.00450653397145693,0.587573655374132,"FCMR"
"ENSG00000180284",18.8797755023403,4.66689076676627,1.64621407048766,2.83492338598696,0.00458366765982865,0.59247855940923,"CNEP1R1P1"
"ENSG00000090104",1671.5450067876,-1.88727646648481,0.670345684255785,-2.81537796216299,0.00487198970511625,0.605824985648317,"RGS1"
"ENSG00000230021",17.7903646801764,-4.04480691558092,1.43841923690184,-2.81198054907336,0.00492374807014429,0.605824985648317,NA
"ENSG00000274618",1494.02578090205,-1.58408132289033,0.562095095061075,-2.81817318245449,0.00482977516175048,0.605824985648317,"H4C6"
"ENSG00000225572",12.7315736759357,5.20381878402068,1.84234772116623,2.82455842848526,0.00473458150894318,0.605824985648317,"DOCK4-AS1"
"ENSG00000150456",500.422616920509,2.23712067996664,0.795671088379165,2.81161489042388,0.00492934828925535,0.605824985648317,"EEF1AKMT1"
"ENSG00000088325",504.624712585175,-1.58445828659205,0.56158251904034,-2.82141668031201,0.00478120557349515,0.605824985648317,"TPX2"
"ENSG00000274997",366.450755932239,-1.96052419166521,0.698166652113222,-2.8081034603,0.00498342137511604,0.607491220312926,"H2AC12"
"ENSG00000175984",113.244457251815,2.08343953365541,0.746923894943869,2.78935986351325,0.00528123464444065,0.638603485957606,"DENND2C"
"ENSG00000116729",193.729418598781,2.3567542929868,0.847126275079809,2.78205783755765,0.00540154129238337,0.647925681103971,"WLS"
"ENSG00000250501",13.503941229929,4.90975115356377,1.7685233052488,2.7761868554359,0.00550005887204923,0.650031617874379,NA
"ENSG00000103355",140.517887489255,2.03421502109611,0.732826659442026,2.77584745981397,0.00550580335267748,0.650031617874379,"PRSS33"
"ENSG00000175899",201.83237935759,1.91984341323512,0.692484163304286,2.77240046050196,0.0055644534629938,0.651823556438508,"A2M"
"ENSG00000211772",1724.69310159645,-1.52493761433526,0.551339705807811,-2.76587664242494,0.00567700051696619,0.659852292646442,"TRBC2"
"ENSG00000162777",1433.71450178729,-1.60018864900708,0.57986583684675,-2.75958428195864,0.00578749563489195,0.664275289512648,"DENND2D"
"ENSG00000105205",982.608981689137,1.6470425854234,0.597041631764544,2.75867292630097,0.00580365899200726,0.664275289512648,"CLC"
"ENSG00000138795",1429.67007045651,-1.43832682456505,0.52462454614525,-2.7416308198565,0.00611350109366288,0.694438146957433,"LEF1"
"ENSG00000275993",43.983545990189,2.57283681472569,0.940233479012472,2.73638077366479,0.00621191005706594,0.70031112327554,"LOC102724428"
"ENSG00000159958",60.7907892641984,-2.70662327690535,0.992784284236465,-2.72629544995967,0.00640496380424412,0.71668677075251,"TNFRSF13C"
"ENSG00000188313",1434.42006581444,1.53506713486142,0.564298974633895,2.72030821225104,0.00652210936066981,0.722952125373167,"PLSCR1"
"ENSG00000273983",684.331503719217,-1.92026166584038,0.706992369547761,-2.7160995628124,0.00660560498706975,0.722952125373167,"H3C8"
"ENSG00000205683",190.051642093907,-1.69678437959428,0.624652255848571,-2.71636636817913,0.00660028342259733,0.722952125373167,"DPF3"
"ENSG00000163431",144.353444933286,2.18326499310198,0.806333935895287,2.70764368943229,0.0067762730082994,0.736256793380009,"LMOD1"
"ENSG00000234506",148.92781795291,1.94492691572126,0.721558370756118,2.69545333343327,0.007029292339012,0.755879306413312,"LINC01506"
"ENSG00000262202",82.0602522561579,-2.08664892834294,0.774522675990215,-2.69410953743245,0.00705769660516631,0.755879306413312,NA
"ENSG00000230409",700.177865025305,-1.92309761639167,0.718586131296696,-2.67622423065891,0.00744568119531565,0.781659014874108,NA
"ENSG00000113721",49.5670364408768,2.26201621059705,0.847960267425143,2.66759693524996,0.00763958475983725,0.781659014874108,"PDGFRB"
"ENSG00000288882",766.312142631337,1.58495731931595,0.593215578513412,2.67180663610997,0.00754441081372632,0.781659014874108,NA
"ENSG00000130066",4864.92456611222,1.58591008266924,0.593849919941504,2.67055703708011,0.00757255049843303,0.781659014874108,"SAT1"
"ENSG00000156738",757.700089504489,-1.46854961846794,0.549058021487438,-2.67467109302864,0.00748025967838767,0.781659014874108,"MS4A1"
"ENSG00000140379",3172.21042996542,1.53540614289218,0.575801576826316,2.66655425182226,0.00766332367523635,0.781659014874108,"BCL2A1"
"ENSG00000205670",17.7623095639093,-4.20628040478541,1.57593291354803,-2.66907326360451,0.00760608572778085,0.781659014874108,"SMIM11"
"ENSG00000143341",24.1336712703996,3.86917411621302,1.45886670477839,2.65217795672482,0.00799743787658778,0.788027764333657,"HMCN1"
"ENSG00000126709",192.889165926155,1.87045149371741,0.705740419647843,2.65033919220717,0.00804109963605773,0.788027764333657,"IFI6"
"ENSG00000213722",161.870731398852,1.72028367328989,0.647219737599294,2.65795922675484,0.00786154034950965,0.788027764333657,"DDAH2"
"ENSG00000273703",609.169054035915,-1.46185693677712,0.551266947124767,-2.65181314497758,0.00800608347156026,0.788027764333657,"H2BC14"
"ENSG00000171798",30.7092683482061,2.8587185032537,1.07718915328608,2.65386863071623,0.00795748000823135,0.788027764333657,"KNDC1"
"ENSG00000233968",98.1099562640027,1.83779666874416,0.69137148118987,2.65818987150187,0.00785616186232854,0.788027764333657,"MALRD1-AS1"
"ENSG00000103148",2921.85906874315,-1.63650214217662,0.618129102742241,-2.64750864328587,0.00810872868656104,0.789495311209715,"NPRL3"
"ENSG00000168542",45.4432549199342,-2.95369709013191,1.11814292124142,-2.6416096136016,0.00825131022020049,0.798194486720556,"COL3A1"
"ENSG00000164142",52.5031969877402,2.61465526456103,0.991925588018667,2.6359389213698,0.00839048329426563,0.800626398632502,"FHIP1A"
"ENSG00000164171",94.6160077902364,1.84161784178032,0.699151147448345,2.63407683517588,0.00843663938801756,0.800626398632502,"ITGA2"
"ENSG00000290116",15.7577218521736,4.30054457233454,1.6301257197827,2.63816742484611,0.00833554169921586,0.800626398632502,NA
"ENSG00000136689",834.317032625554,1.61316797665923,0.617433524077427,2.61269904168168,0.00898303675426364,0.806991445359646,"IL1RN"
"ENSG00000188517",12.9255423617251,4.66249200489468,1.77952151311649,2.62008184252251,0.00879086667423398,0.806991445359646,"COL25A1"
"ENSG00000135083",456.58346591601,1.61196221902604,0.617744597884676,2.60943151028083,0.00906927988017994,0.806991445359646,"CCNJL"
"ENSG00000275713",708.507002813123,-1.48500064447333,0.565864540010539,-2.6243041213462,0.00868262188149364,0.806991445359646,"H2BC9"
"ENSG00000276966",3614.78410204306,-1.41146697520434,0.538267704878723,-2.62223975618666,0.00873539541938066,0.806991445359646,"H4C5"
"ENSG00000004799",757.242156039908,1.36737358423167,0.523686550700553,2.61105346777091,0.00902637801146288,0.806991445359646,"PDK4"
"ENSG00000135476",30.4642199648425,-2.76008211936489,1.05714875703901,-2.61087392004856,0.00903111823353374,0.806991445359646,"ESPL1"
"ENSG00000171860",543.898417263041,1.41545579592395,0.542645713199981,2.60843449324792,0.00909574191448447,0.806991445359646,"C3AR1"
"ENSG00000013573",93.2122587554531,-1.91540017528906,0.730443303831146,-2.62224345851739,0.00873530051679494,0.806991445359646,"DDX11"
"ENSG00000211800",85.5998060055497,-2.54225644679463,0.97453591104209,-2.60868421367474,0.00908910757102648,0.806991445359646,"TRAV20"
"ENSG00000259033",20.1733553501845,3.30436311549824,1.25997887632488,2.62255437578163,0.00872733399905721,0.806991445359646,NA
"ENSG00000010803",388.63941188892,-1.46900343759353,0.566255222312516,-2.59424263072455,0.00947995599688486,0.807627614870975,"SCMH1"
"ENSG00000134326",897.357574025712,1.59398086487787,0.614165712426422,2.59535957906284,0.00944920051946149,0.807627614870975,"CMPK2"
"ENSG00000289176",55.2203963742543,2.15467657624553,0.82752074984342,2.60377347233073,0.00922036759510901,0.807627614870975,NA
"ENSG00000274290",478.073682448188,-1.46058509896887,0.561646151659692,-2.60054323287495,0.00930762903414134,0.807627614870975,"H2BC6"
"ENSG00000124575",832.357281801026,-1.43024861709255,0.550516712954321,-2.59801125640164,0.00937654201620568,0.807627614870975,"H1-3"
"ENSG00000278030",122.497405519099,-1.96811618595418,0.756216364914867,-2.6025834367863,0.00925242981575205,0.807627614870975,"TRBV7-9"
"ENSG00000205126",11.927890557083,4.83215296654673,1.85970767907001,2.5983400622205,0.00936756724308302,0.807627614870975,"ACCSL"
"ENSG00000183625",466.022062938405,1.63769671031023,0.632880571004666,2.58768681697792,0.00966227853534438,0.815808079561724,"CCR3"
"ENSG00000126432",1572.15550020212,1.35688696767985,0.524525470352297,2.58688480231188,0.00968479646271755,0.815808079561724,"PRDX5"
"ENSG00000264964",12.3311402560833,4.20454602367086,1.62906857995244,2.58095090373274,0.00985285930141398,0.825328337236879,"TWSG1-DT"
"ENSG00000277157",925.043228753051,-1.46274565629251,0.567184604052293,-2.57895867737209,0.00990986403379658,0.825491674015255,"H4C4"
"ENSG00000144935",115.601701263739,1.98912824929766,0.772555727670168,2.57473756009339,0.0100316170884388,0.83101694267432,"TRPC1"
"ENSG00000139629",295.693358897176,1.53310380753104,0.597173616099992,2.56726648029663,0.0102503804969684,0.844473654788706,"GALNT6"
"ENSG00000144354",108.266521174498,-2.04764059615649,0.801518061729741,-2.55470299912833,0.0106278437989015,0.852159839148286,"CDCA7"
"ENSG00000277443",2117.15736764478,1.44304072476157,0.564080833432193,2.55821619745751,0.010521065921812,0.852159839148286,"MARCKS"
"ENSG00000106565",252.951621843393,-2.10667342901614,0.824385211374132,-2.55544786581581,0.010605124634803,0.852159839148286,"TMEM176B"
"ENSG00000108821",39.7320504259282,-2.53646003001077,0.992305612803297,-2.55612786754797,0.0105844216415862,0.852159839148286,"COL1A1"
"ENSG00000289172",432.055731988995,1.40239227453519,0.547522436408712,2.56134211363776,0.0104268622704836,0.852159839148286,NA
"ENSG00000171848",363.089248891871,-1.62360805520874,0.636904342378175,-2.54921806490792,0.0107964767825331,0.861076451475006,"RRM2"
"ENSG00000130508",19.6306915140594,-3.66347096762657,1.44195567141337,-2.54062662275583,0.0110654017773234,0.87785520766766,"PXDN"
"ENSG00000162747",12131.9212493964,1.26450091087068,0.499522090919415,2.53142140028934,0.0113601275063089,0.878009030049461,"FCGR3B"
"ENSG00000223803",225.367670517894,-2.08647742013516,0.823139679054555,-2.53477930080063,0.011251818998469,0.878009030049461,NA
"ENSG00000202538",475.26881578394,1.73265498963968,0.68443042411132,2.53152830236821,0.0113566651843401,0.878009030049461,"RNU4-2"
"ENSG00000012124",189.551757268072,-1.59057810568755,0.627983246518523,-2.53283525397462,0.0113144115892889,0.878009030049461,"CD22"
"ENSG00000186998",24.2428826635366,-3.38733652040132,1.33785814704182,-2.53191007424156,0.0113443080831125,0.878009030049461,"EMID1"
"ENSG00000163519",984.198784193955,-1.31555668311266,0.520617276102554,-2.52691707228999,0.0115068669743139,0.880275323535017,"TRAT1"
"ENSG00000132465",848.758959518326,2.01985441980097,0.798848345577024,2.52845791192318,0.0114564821555454,0.880275323535017,"JCHAIN"
"ENSG00000116991",698.223387726644,1.40836554173226,0.558620040864305,2.52115112009446,0.0116971604739569,0.881342834907084,"SIPA1L2"
"ENSG00000198948",1386.88913899968,1.37319291372131,0.544002200756717,2.52424146779401,0.0115948255119898,0.881342834907084,"MFAP3L"
"ENSG00000156273",7746.86719803559,1.30688810709286,0.518255728565821,2.52170508700297,0.0116787574715019,0.881342834907084,"BACH1"
"ENSG00000169224",179.006252629173,1.53467975649868,0.609962589749217,2.51602275662456,0.011868751912733,0.887099441345945,"GCSAML"
"ENSG00000144290",160.858595646842,1.74687302064129,0.694488855995089,2.51533628734518,0.0118918892697436,0.887099441345945,"SLC4A10"
"ENSG00000113303",77.6576880991138,1.92630896647135,0.76711732986733,2.51110083356413,0.0120355313434779,0.888969246128607,"BTNL8"
"ENSG00000102524",1574.71490189178,1.37413448470039,0.546851961825856,2.51280891470585,0.0119774190909744,0.888969246128607,"TNFSF13B"
"ENSG00000244682",251.208026184627,1.83568145804515,0.732985419531935,2.50439014082622,0.0122662692173662,0.891298220323252,NA
"ENSG00000138061",392.725397544027,1.45063970926901,0.581460353471732,2.49482135902759,0.0126020556695031,0.891298220323252,"CYP1B1"
"ENSG00000249437",489.94952849076,1.49195428842179,0.597478158708867,2.49708590460588,0.0125218618146759,0.891298220323252,"NAIP"
"ENSG00000146166",22.9046922872763,3.6411894583222,1.45791781427213,2.49752724239814,0.0125062855356786,0.891298220323252,"LGSN"
"ENSG00000112139",38.14892790238,3.12486602420035,1.25168384508868,2.49652980380119,0.0125415129195734,0.891298220323252,"MDGA1"
